,RefSeq Assembly ID,#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id
399,GCF_021497385.1,GCF_021497385.1,PRJNA224116,SAMN15196021,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SE5430,na,latest,Complete Genome,Major,Full,2022/01/18,ASM2149738v1,Beijing Institute of Microbiology and Epidemiology,GCA_021497385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/497/385/GCF_021497385.1_ASM2149738v1,na,na,na,haploid,bacteria,6837408.0,6837408.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/12/22,6478,6308,79,na
400,GCF_021497405.1,GCF_021497405.1,PRJNA224116,SAMN15196025,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SE5431,na,latest,Complete Genome,Major,Full,2022/01/18,ASM2149740v1,Beijing Institute of Microbiology and Epidemiology,GCA_021497405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/497/405/GCF_021497405.1_ASM2149740v1,na,na,na,haploid,bacteria,6652242.0,6652242.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/12/22,6256,6079,79,na
401,GCF_021497425.1,GCF_021497425.1,PRJNA224116,SAMN15196026,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SE5452,na,latest,Complete Genome,Major,Full,2022/01/18,ASM2149742v1,Beijing Institute of Microbiology and Epidemiology,GCA_021497425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/497/425/GCF_021497425.1_ASM2149742v1,na,na,na,haploid,bacteria,6452370.0,6452370.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/12/22,5998,5870,81,na
402,GCF_021497445.1,GCF_021497445.1,PRJNA224116,SAMN15196027,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=A0002,na,latest,Complete Genome,Major,Full,2022/01/18,ASM2149744v1,Beijing Institute of Microbiology and Epidemiology,GCA_021497445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/497/445/GCF_021497445.1_ASM2149744v1,na,na,na,haploid,bacteria,6562965.0,6562965.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/12/22,6128,5998,80,na
403,GCF_021513295.1,GCF_021513295.1,PRJNA224116,SAMN17318937,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NCCP15783,na,latest,Complete Genome,Major,Full,2022/01/19,ASM2151329v1,Korea Disease Control and Prevention Agency,GCA_021513295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/513/295/GCF_021513295.1_ASM2151329v1,na,na,na,haploid,bacteria,6995607.0,6995607.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/12/22,6613,6434,85,na
404,GCF_021513375.1,GCF_021513375.1,PRJNA224116,SAMN13234657,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=R06,na,latest,Complete Genome,Major,Full,2022/01/19,ASM2151337v1,University of Otago,GCA_021513375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/513/375/GCF_021513375.1_ASM2151337v1,na,na,na,haploid,bacteria,6269726.0,6269726.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/20/23,5827,5671,77,34826267
405,GCF_021513395.1,GCF_021513395.1,PRJNA224116,SAMN13234656,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=R05,na,latest,Complete Genome,Major,Full,2022/01/19,ASM2151339v1,University of Otago,GCA_021513395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/513/395/GCF_021513395.1_ASM2151339v1,na,na,na,haploid,bacteria,6255746.0,6255746.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/27/23,5811,5645,79,34826267
406,GCF_021513415.1,GCF_021513415.1,PRJNA224116,SAMN13234653,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=R02,na,latest,Complete Genome,Major,Full,2022/01/19,ASM2151341v1,University of Otago,GCA_021513415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/513/415/GCF_021513415.1_ASM2151341v1,na,na,na,haploid,bacteria,6270238.0,6270238.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/27/23,5829,5653,79,34826267
407,GCF_021184245.1,GCF_021184245.1,PRJNA224116,SAMN23672503,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=JNQH-PA027,na,latest,Complete Genome,Major,Full,2021/12/15,ASM2118424v1,"The First Affiliated Hospital of Shandong First Medical University,",GCA_021184245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/184/245/GCF_021184245.1_ASM2118424v1,na,na,na,haploid,bacteria,7013321.0,7013321.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/11/22,6796,6623,81,na
408,GCF_021184265.1,GCF_021184265.1,PRJNA224116,SAMN23672582,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=JNQH-PA033,na,latest,Complete Genome,Major,Full,2021/12/15,ASM2118426v1,"The First Affiliated Hospital of Shandong First Medical University,",GCA_021184265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/184/265/GCF_021184265.1_ASM2118426v1,na,na,na,haploid,bacteria,6468314.0,6468314.0,66.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/11/22,5983,5819,80,na
409,GCF_021460035.1,GCF_021460035.1,PRJNA224116,SAMN22108528,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=MIN-155,na,latest,Complete Genome,Major,Full,2022/01/13,ASM2146003v1,Cardiff University,GCA_021460035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/035/GCF_021460035.1_ASM2146003v1,na,na,na,haploid,bacteria,6275172.0,6275172.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/11/22,5795,5673,79,na
410,GCF_021398755.1,GCF_021398755.1,PRJNA224116,SAMN24425653,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PA8329,na,latest,Complete Genome,Major,Full,2022/01/10,ASM2139875v1,Jinan University,GCA_021398755.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/398/755/GCF_021398755.1_ASM2139875v1,na,na,na,haploid,bacteria,6382961.0,6382961.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/10/22,5927,5790,79,na
411,GCF_021378395.1,GCF_021378395.1,PRJNA224116,SAMN14750015,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=Pae1255-NDM1,na,latest,Complete Genome,Major,Full,2022/01/06,ASM2137839v1,University of Antwerpen,GCA_021378395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/378/395/GCF_021378395.1_ASM2137839v1,na,na,na,haploid,bacteria,6944358.0,6944358.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/10/22,6509,6335,80,32585404
412,GCF_021266605.1,GCF_021266605.1,PRJNA224116,SAMN24059709,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PA0523,na,latest,Complete Genome,Major,Full,2021/12/22,ASM2126660v1,Jinan University,GCA_021266605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/266/605/GCF_021266605.1_ASM2126660v1,na,na,na,haploid,bacteria,6589770.0,6589770.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),01/01/23,6231,6064,84,na
413,GCF_021249245.1,GCF_021249245.1,PRJNA224116,SAMN23553085,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=Pa608,na,latest,Complete Genome,Major,Full,2021/12/21,ASM2124924v1,Hunan Agricultural University,GCA_021249245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/249/245/GCF_021249245.1_ASM2124924v1,na,na,na,haploid,bacteria,6376164.0,6376164.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),12/31/22,5907,5790,80,na
414,GCF_020990445.1,GCF_020990445.1,PRJNA224116,SAMN23245613,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=P96131,na,latest,Complete Genome,Major,Full,2021/11/27,ASM2099044v1,Beijing Institute of Microbiology and Epidemiology,GCA_020990445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/990/445/GCF_020990445.1_ASM2099044v1,na,na,na,haploid,bacteria,7046998.0,7046998.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),12/16/22,6665,6479,83,na
415,GCF_020990465.1,GCF_020990465.1,PRJNA224116,SAMN23245687,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=P4970C,na,latest,Complete Genome,Major,Full,2021/11/27,ASM2099046v1,Beijing Institute of Microbiology and Epidemiology,GCA_020990465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/990/465/GCF_020990465.1_ASM2099046v1,na,na,na,haploid,bacteria,6935768.0,6935768.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),12/16/22,6548,6378,81,na
416,GCF_020990485.1,GCF_020990485.1,PRJNA224116,SAMN23245698,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=P93127,na,latest,Complete Genome,Major,Full,2021/11/27,ASM2099048v1,Beijing Institute of Microbiology and Epidemiology,GCA_020990485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/990/485/GCF_020990485.1_ASM2099048v1,na,na,na,haploid,bacteria,6909349.0,6909349.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),12/16/22,6514,6343,81,na
417,GCF_020978345.1,GCF_020978345.1,PRJNA224116,SAMN20425746,na,na,1443105.0,287.0,Pseudomonas aeruginosa SG17M,strain=SG17M,na,latest,Complete Genome,Major,Full,2021/11/24,ASM2097834v1,Medizinische Hochschule Hannover,GCA_020978345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/978/345/GCF_020978345.1_ASM2097834v1,na,na,na,haploid,bacteria,6878321.0,6878321.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/27/23,6411,6271,78,34780302
418,GCF_018598285.3,GCF_018598285.3,PRJNA224116,SAMN19287564,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=CCBH28525,na,latest,Complete Genome,Major,Full,2021/11/15,ASM1859828v3,Instituto Oswaldo Cruz,GCA_018598285.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/598/285/GCF_018598285.3_ASM1859828v3,na,na,na,haploid,bacteria,7021371.0,7021371.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),12/04/22,6708,6530,84,na
419,GCF_020771675.1,GCF_020771675.1,PRJNA224116,SAMN22573149,na,na,287.0,287.0,Pseudomonas aeruginosa,na,KB-PA_F19,latest,Complete Genome,Major,Full,2021/11/06,ASM2077167v1,Kunming University of science and technology,GCA_020771675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/771/675/GCF_020771675.1_ASM2077167v1,na,na,na,haploid,bacteria,7035373.0,7035373.0,65.5,6.0,6.0,6.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/17/22,6713,6550,80,na
420,GCF_020771755.1,GCF_020771755.1,PRJNA224116,SAMN22573148,na,na,287.0,287.0,Pseudomonas aeruginosa,na,KB-PA_3,latest,Complete Genome,Major,Full,2021/11/06,ASM2077175v1,Kunming University of science and technology,GCA_020771755.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/771/755/GCF_020771755.1_ASM2077175v1,na,na,na,haploid,bacteria,7149744.0,7149744.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/17/22,6792,6578,80,na
421,GCF_006704595.2,GCF_006704595.2,PRJNA224116,SAMN12162657,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PS1793,na,latest,Complete Genome,Major,Full,2021/09/24,ASM670459v2,Northwestern University Feinberg School of Medicine,GCA_006704595.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/704/595/GCF_006704595.2_ASM670459v2,na,na,na,haploid,bacteria,7369623.0,7369623.0,65.0,4.0,4.0,4.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),10/16/22,7060,6879,81,na
422,GCF_019915445.1,GCF_019915445.1,PRJNA224116,SAMN20982451,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SCAID WND1-2021 (9/195),na,latest,Complete Genome,Major,Full,2021/09/09,ASM1991544v1,Scientific Center for Anti-infectious Drugs (SCAID),GCA_019915445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/915/445/GCF_019915445.1_ASM1991544v1,na,na,na,haploid,bacteria,7093992.0,7093992.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),10/26/22,6779,6604,85,na
423,GCF_019915465.1,GCF_019915465.1,PRJNA224116,SAMN20982450,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SCAID TST-2021 (7/157),na,latest,Complete Genome,Major,Full,2021/09/09,ASM1991546v1,Scientific Center for Anti-infectious Drugs (SCAID),GCA_019915465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/915/465/GCF_019915465.1_ASM1991546v1,na,na,na,haploid,bacteria,7173620.0,7173620.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),10/26/22,6908,6671,89,na
424,GCF_019915485.1,GCF_019915485.1,PRJNA224116,SAMN20982452,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SCAID PLC1-2021 (16/222),na,latest,Complete Genome,Major,Full,2021/09/09,ASM1991548v1,Scientific Center for Anti-infectious Drugs (SCAID),GCA_019915485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/915/485/GCF_019915485.1_ASM1991548v1,na,na,na,haploid,bacteria,7124329.0,7124329.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),10/26/22,6854,6661,85,na
425,GCF_019857245.1,GCF_019857245.1,PRJNA224116,SAMN16656078,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SRRSH15,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985724v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/245/GCF_019857245.1_ASM1985724v1,na,na,na,haploid,bacteria,6679909.0,6679909.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6278,6122,79,na
426,GCF_019857265.1,GCF_019857265.1,PRJNA224116,SAMN16656077,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SRRSH1101,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985726v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/265/GCF_019857265.1_ASM1985726v1,na,na,na,haploid,bacteria,6833662.0,6833662.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6372,6211,80,na
427,GCF_019857285.1,GCF_019857285.1,PRJNA224116,SAMN16656075,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SRRSH1002,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985728v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/285/GCF_019857285.1_ASM1985728v1,na,na,na,haploid,bacteria,6959351.0,6959351.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6494,6326,80,na
428,GCF_019857305.1,GCF_019857305.1,PRJNA224116,SAMN16656076,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SRRSH1408,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985730v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/305/GCF_019857305.1_ASM1985730v1,na,na,na,haploid,bacteria,6941269.0,6941269.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6471,6306,80,na
429,GCF_019857325.1,GCF_019857325.1,PRJNA224116,SAMN16656074,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=QZPH41,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985732v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/325/GCF_019857325.1_ASM1985732v1,na,na,na,haploid,bacteria,6634556.0,6634556.0,66.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6190,6049,80,na
430,GCF_019857345.1,GCF_019857345.1,PRJNA224116,SAMN16656073,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NDTH10366,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985734v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/345/GCF_019857345.1_ASM1985734v1,na,na,na,haploid,bacteria,7366669.0,7366669.0,65.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6992,6800,80,na
431,GCF_019857365.1,GCF_019857365.1,PRJNA224116,SAMN16656072,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=WTJH12,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985736v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/365/GCF_019857365.1_ASM1985736v1,na,na,na,haploid,bacteria,6950092.0,6950092.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6561,6416,80,na
432,GCF_019857405.1,GCF_019857405.1,PRJNA224116,SAMN19950575,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=ZPPH33,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985740v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/405/GCF_019857405.1_ASM1985740v1,na,na,na,haploid,bacteria,6784400.0,6784400.0,66.0,6.0,6.0,6.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6448,6294,80,na
433,GCF_019857425.1,GCF_019857425.1,PRJNA224116,SAMN19950574,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=ZPPH29,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985742v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/425/GCF_019857425.1_ASM1985742v1,na,na,na,haploid,bacteria,7050019.0,7050019.0,65.5,4.0,4.0,4.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6722,6581,81,na
434,GCF_019857445.1,GCF_019857445.1,PRJNA224116,SAMN19950573,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=ZPPH14,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985744v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/445/GCF_019857445.1_ASM1985744v1,na,na,na,haploid,bacteria,6466962.0,6466962.0,66.0,4.0,4.0,4.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,5972,5819,79,na
435,GCF_019857465.1,GCF_019857465.1,PRJNA224116,SAMN19950572,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=ZPPH2,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985746v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/465/GCF_019857465.1_ASM1985746v1,na,na,na,haploid,bacteria,6788275.0,6788275.0,66.0,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6413,6259,80,na
436,GCF_019857485.1,GCF_019857485.1,PRJNA224116,SAMN19950571,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=ZPPH1,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985748v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/485/GCF_019857485.1_ASM1985748v1,na,na,na,haploid,bacteria,6803847.0,6803847.0,66.0,6.0,6.0,6.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6459,6303,80,na
437,GCF_019857505.1,GCF_019857505.1,PRJNA224116,SAMN19950570,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SRRSH2790,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985750v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/505/GCF_019857505.1_ASM1985750v1,na,na,na,haploid,bacteria,7069987.0,7069987.0,65.5,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6639,6477,81,na
438,GCF_019857525.1,GCF_019857525.1,PRJNA224116,SAMN19950569,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SRRSH1521,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985752v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/525/GCF_019857525.1_ASM1985752v1,na,na,na,haploid,bacteria,6635476.0,6635476.0,66.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6225,6067,79,na
439,GCF_019857545.1,GCF_019857545.1,PRJNA224116,SAMN19950568,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SRRSH1120,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985754v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/545/GCF_019857545.1_ASM1985754v1,na,na,na,haploid,bacteria,7109827.0,7109827.0,65.5,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6662,6507,80,na
440,GCF_019857565.1,GCF_019857565.1,PRJNA224116,SAMN19950567,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=QZPH21,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985756v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/565/GCF_019857565.1_ASM1985756v1,na,na,na,haploid,bacteria,6808768.0,6808768.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6379,6222,81,na
441,GCF_019857585.1,GCF_019857585.1,PRJNA224116,SAMN19950566,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=QZPH16,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985758v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/585/GCF_019857585.1_ASM1985758v1,na,na,na,haploid,bacteria,7019088.0,7019088.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6572,6411,81,na
442,GCF_019857605.1,GCF_019857605.1,PRJNA224116,SAMN19950565,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NDTH7329,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985760v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/605/GCF_019857605.1_ASM1985760v1,na,na,na,haploid,bacteria,7144260.0,7144260.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6683,6493,80,na
443,GCF_019857625.1,GCF_019857625.1,PRJNA224116,SAMN19950564,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=FAHZU40,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985762v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/625/GCF_019857625.1_ASM1985762v1,na,na,na,haploid,bacteria,6588245.0,6588245.0,66.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6133,5986,81,na
444,GCF_019857645.1,GCF_019857645.1,PRJNA224116,SAMN19950563,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=FAHZU31,na,latest,Complete Genome,Major,Full,2021/09/02,ASM1985764v1,"Sir Run Run Shaw Hospital, Zhejiang University",GCA_019857645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/645/GCF_019857645.1_ASM1985764v1,na,na,na,haploid,bacteria,6684539.0,6684539.0,66.0,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/30/22,6285,6129,79,na
